gisaid_epi_isl,strain,date,host
EPI_ISL_2712631,Mexico/BCN-SEARCH-102564/2020,2020-04-07,Human
EPI_ISL_445513,Wales/PHWC-29380/2020,2020-04-03,Human
EPI_ISL_4697003,France/PAC-IHU--33668_Nova1/2020,2020-03,Human
EPI_ISL_1233202,Finland/21TouS6E85/2020,2020-05-21,Human
EPI_ISL_2694591,Iran/GRC-10/2020,2020-05-17,Human
EPI_ISL_8634650,USA/CA-CDPH-3000013918/2021,2021-02-15,Human
EPI_ISL_2943107,USA/WY-WYPHL-20114574/2020,2020-10-30,Human
EPI_ISL_1184914,USA/CA-CZB-24506/2020,2020-12-14,Human
EPI_ISL_447631,mink/Netherlands/NB02_index/2020,2020-04-25,Mink
EPI_ISL_3355242,USA/OK-CDC-2-4611382/2021,2021-03-09,Human
EPI_ISL_8800788,CzechRepublic/CSQ4848/2022,2022-01-08,Human
EPI_ISL_955522,USA/CA-CZB-17350/2020,2020-11-29,Human
EPI_ISL_3657168,USA/FL-Shands-VTM-1899/2020,2020-12,Human
EPI_ISL_576525,USA/CA-IGI-0335/2020,2020-07-15,Human
EPI_ISL_683117,mink/Denmark/mDK-264/2020,2020-11-09,Mink
EPI_ISL_1477796,USA/CA-CZB-27504/2021,2021-01-16,Human
EPI_ISL_955516,USA/CA-CZB-17343/2020,2020-11-29,Human
EPI_ISL_444867,Denmark/ALAB-SSI-707/2020,2020-03-27,Human
EPI_ISL_421991,England/20146062804/2020,2020-03-31,Human
EPI_ISL_710163,USA/CO-CDPHE-2008200804/2020,2020-08-19,Human
EPI_ISL_1203059,USA/TX-HMH-MCoV-17348/2020,2020-11-10,Human
EPI_ISL_1339683,USA/NC-CDC-LC0027338/2021,2021-03-05,Human
EPI_ISL_2234191,USA/CA-CDPH621/2020,2020-12-20,Human
EPI_ISL_6565442,USA/FL-BPHL-14557/2021,2021-01-21,Human
EPI_ISL_499599,England/NORW-ECC33/2020,2020-06-18,Human
EPI_ISL_5439673,USA/CO-CDPHE-2004180441/2020,2020-04-18,Human
EPI_ISL_1094281,USA/MT-CDC-2-3850611/2021,2021-01-19,Human
EPI_ISL_673812,England/MILK-B9530C/2020,2020-11-13,Human
EPI_ISL_1814728,USA/CA-SEARCH-15798/2021,2021-01-18,Human
EPI_ISL_3032797,Turkey/HSGM-B16956/2021,2021-06-15,Human
EPI_ISL_2193477,USA/NJ-NYGC-NJ-BioR-421-Ampliseq/2020,2020-09-23,Human
EPI_ISL_5847415,USA/CO-CDPHE-2009061001/2020,2020-09-05,Human
EPI_ISL_492193,England/CAMB-1B4820/2020,2020-06-04,Human
EPI_ISL_1528445,USA/WV-CDC-2-4122905/2021,2021-03-26,Human
EPI_ISL_739249,USA/CA-CZB-15347/2020,2020-05-13,Human
EPI_ISL_1089088,USA/MI-CDC-STM-000010245/2021,2021-02-05,Human
EPI_ISL_887048,USA/KY-CDC-LC0005430/2021,2021-01-08,Human
EPI_ISL_1098866,bat/Yunnan/PrC31/2018,2018-08,Rhinolophus bat
EPI_ISL_2448694,Russia/RYA-CRIE-L188S0154bh/2021,2021-03-25,Human
EPI_ISL_8767081,Japan/TMDU_No209/2022,2022-01-08,Human
EPI_ISL_2688895,Norway/1767/2020,2020-03-08,Human
EPI_ISL_577852,Netherlands/NH-EMC-56/2020,2020,Human
EPI_ISL_455130,Netherlands/NA_325/2020,2020-04-02,Human
EPI_ISL_1464793,USA/AZ-TG784756/2020,2020-11-07,Human
EPI_ISL_547565,Netherlands/ZH-RIVM-10118/2020,2020,Human
EPI_ISL_641399,mink/Denmark/mDK-5/2020,2020-10-29,Mink
EPI_ISL_702288,England/CAMC-BD1E9A/2020,2020-11-28,Human
EPI_ISL_6582005,USA/CO-CDPHE-2005211196/2020,2020-05-20,Human
EPI_ISL_2822250,Canada/QC-1nIUH-5524146673/2020,2020-10-14,Human
EPI_ISL_683169,mink/Denmark/mDK-320/2020,2020-11-14,Mink
EPI_ISL_7263919,Germany/NW-HHU-1856/2021,2021-12-07,Human
EPI_ISL_2791128,USA/MA-UW-3600282/2020,2020-06-02,Human
EPI_ISL_468562,USA/CA-QDX-110/2020,2020-03-13,Human
EPI_ISL_5603346,Colombia/CAL-UTP-VG-355/2021,2021-09-27,Human
EPI_ISL_2900262,England/ALDP-9E7D1E/2020,2020-09-24,Human
EPI_ISL_824898,USA/WA-UW-48227/2020,2020-12-20,Human
EPI_ISL_2976278,USA/ID-IBL-613673/2020,2020-03-31,Human
EPI_ISL_1402701,Poland/PL_P894/2021,2021-03-12,Human
EPI_ISL_465389,England/20174019404/2020,2020-04-21,Human
EPI_ISL_458260,USA/CA-SR0379/2020,2020-04-07,Human
EPI_ISL_2031933,Russia/KOS-CRIE-L188D0023b/2021,2021-04-04,Human
EPI_ISL_6000403,Romania/DJ64542/2021,2021-02-11,Human
EPI_ISL_1301682,Mexico/AGU-InDRE-IBT-43/2020,2020-04-09,Human
EPI_ISL_3032974,Turkey/HSGM-B4630/2021,2021-03-31,Human
EPI_ISL_1362876,USA/MO-MSPHL-000330/2020,2020-11-16,Human
EPI_ISL_449457,England/LIVE-9B529/2020,2020-04-02,Human
EPI_ISL_848884,USA/FL-BPHL-2519/2020,2020-10-21,Human
EPI_ISL_733398,Russia/SPE-RII-MH6848S/2020,2020-11-13,Human
EPI_ISL_1500456,USA/KS-KHEL-0831/2020,2020-05-21,Human
EPI_ISL_8797351,Mexico/ROO-INMEGEN-50-49/2022,2022-01-03,Human
EPI_ISL_2195378,USA/WV-WVU-1027590695/2021,2021-02-21,Human
EPI_ISL_1159045,USA/NY-CDC-QDX22022889/2021,2021-02-12,Human
EPI_ISL_3032875,Turkey/HSGM-B4485/2021,2021-03-31,Human
EPI_ISL_534330,Spain/MD-HLP-105-1/2020,2020-05-14,Human
EPI_ISL_1011870,England/ALDP-125C316/2021,2021-02-08,Human
EPI_ISL_979748,USA/CA-CZB-19154/2020,2020-12-06,Human
EPI_ISL_1303141,USA/SC-DHEC-0241/2021,2021-02-03,Human
EPI_ISL_8619825,mink/Latvia/5345/2021,2021-10-13,Mink
EPI_ISL_903866,USA/MD-CDC-2-4068587/2020,2020-12-28,Human
EPI_ISL_5521523,USA/PA-BOL-M21013877/2021,2021-02-02,Human
EPI_ISL_2984556,Turkey/HSGM-B16665/2021,2021-06-16,Human
EPI_ISL_582984,USA/CA-CZB-6725/2020,2020-08-19,Human
EPI_ISL_904322,mink/Netherlands/NB-EMC-50-23/2020,2020,Mink
EPI_ISL_1031448,USA/GA-CDC-LC0009875/2021,2021-01-25,Human
EPI_ISL_2004602,England/ALDP-155A236/2021,2021-05-03,Human
EPI_ISL_7160054,USA/MT-Walk-396/2020,2020-10-08,Human
EPI_ISL_2223687,USA/TX-HMH-MCoV-40504/2020,2020-08-02,Human
EPI_ISL_3277345,Austria/MUIV-0072/2020,2020-08-29,Human
EPI_ISL_5440989,USA/CO-CDPHE-2007161672/2020,2020-07-13,Human
EPI_ISL_4377839,USA/NY-CDC-LC0051239/2021,2021-04-21,Human
EPI_ISL_683280,mink/Denmark/mDK-541/2020,2020-10-16,Mink
EPI_ISL_830602,USA/NY-Wadsworth-21003652-01/2020,2020-12-28,Human
EPI_ISL_889917,Canada/QC-JUS-V5302207/2020,2020-04-02,Human
EPI_ISL_5430372,Netherlands/NH-RIVM-64064/2021,2021-10-11,Human
EPI_ISL_3647483,Turkey/HSGM-D15907/2021,2021-08-19,Human
EPI_ISL_3105592,USA/CA-CDPH-2000006041/2020,2020-12-09,Human
EPI_ISL_419583,Luxembourg/LNS3588186/2020,2020-03-15,Human
EPI_ISL_1443185,lion/Spain/CT-ZooBarcelona-CR-142-IrsiCaixaR003MP1E12/2020,2020-11-23,Panthera leo
EPI_ISL_5472799,England/NORW-3072B26/2021,2021-10-12,Human
EPI_ISL_1609771,USA/NJ-CDC-LC0036413/2021,2021-03-28,Human
EPI_ISL_577756,mink/Netherlands/NB-EMC-29-10/2020,2020-08-12,Mink
EPI_ISL_465801,England/20129003804/2020,2020-03-11,Human
EPI_ISL_461545,England/BIRM-5FFBA/2020,2020,Human
EPI_ISL_860817,Belarus/ChVir21889/2020,2020-10-26,Human
EPI_ISL_641512,mink/Denmark/mDK-133/2020,2020-08-13,Mink
EPI_ISL_1088604,USA/PA-CDC-STM-000010608/2021,2021-02-08,Human
EPI_ISL_1516313,USA/KS-CDC-2-4084913/2020,2020-11-30,Human
EPI_ISL_1261430,USA/NE-USAFSAM-S1059/2021,2021-01-11,Human
EPI_ISL_5439863,USA/CO-CDPHE-2004230142/2020,2020-02-02,Human
EPI_ISL_4255138,BurkinaFaso/CV1920/2020,2020-09-16,Human
EPI_ISL_525735,USA/WA-S2745/2020,2020-07-18,Human
EPI_ISL_467568,USA/NM-UNM-00141/2020,2020-04-03,Human
EPI_ISL_2990235,USA/FL-Shands-VTM-1111/2021,2021-01,Human
EPI_ISL_544901,USA/TX-HMH-5610/2020,2020-06-18,Human
EPI_ISL_6718238,Spain/CT-RB27651/2021,2021-06-09,Human
EPI_ISL_2779427,Kenya/BUS-5054/2020,2020-06-09,Human
EPI_ISL_586325,Canada/ON-S1274/2020,2020-04-29,Human
EPI_ISL_7661282,Croatia/14943/2021,2021-11-24,Human
EPI_ISL_2642875,Estonia/Cov1853/2020,2020-10-24,Human
EPI_ISL_8056396,Brazil/AM-FIOCRUZ-ILMD2101252/2021,2021-11-16,Human
EPI_ISL_1463065,USA/NC-CDC-LC0030581/2021,2021-03-15,Human
EPI_ISL_7593009,Italy/VDA-100840-2-2021/2021,2021-12-06,Human
EPI_ISL_459204,England/CAMB-1B1155/2020,2020-05-07,Human
EPI_ISL_3087804,Germany/ST-MD4136/2021,2021,Human
EPI_ISL_3333795,USA/MT-UMGC-00253/2020,2020-10-26,Human
EPI_ISL_4514917,USA/MO-MSPHL-004291/2020,2020-08-23,Human
EPI_ISL_570200,USA/WA-UW-8165/2020,2020-04-25,Human
EPI_ISL_1026615,USA/KY-CDC-LC0004026/2021,2021-01-02,Human
EPI_ISL_913743,USA/DC-DFS-PHL-0124/2020,2020-12-26,Human
EPI_ISL_796023,Hebei/IVDC-07-01/2021,2021-01-04,Human
EPI_ISL_8584140,USA/WV-WVU-WV093965/2022,2022-01-03,Human
EPI_ISL_1087989,USA/NY-CDC-QDX21671844/2021,2021-01-30,Human
EPI_ISL_8183483,Ecuador/USFQ-2427/2021,2021-12-13,Human
EPI_ISL_1112890,Canada/ON-PHL-21-01661/2021,2021-01,Human
EPI_ISL_4062569,Oman/rega-OM-9/2021,2021-03-22,Human
EPI_ISL_5589562,USA/NC-ECU-CORVASEQ-106915129/2021,2021-02-28,Human
EPI_ISL_683896,USA/NY-NYCPHL-001265/2020,2020-11-09,Human
EPI_ISL_1268108,USA/MA-CDC-STM-000015578/2021,2021-02-14,Human
EPI_ISL_1909398,USA/AZ-TG832018/2020,2020-10-22,Human
EPI_ISL_831975,Sweden/20-23088/2020,2020-03-16,Human
EPI_ISL_1388965,Switzerland/BS-UHB-42659762/2021,2021-01-25,Human
EPI_ISL_5878153,Germany/TH-ChVir3464/2020,2020-04,Human
EPI_ISL_2176282,USA/DC-DFS-PHL-0547/2021,2021-01-16,Human
EPI_ISL_1202078,USA/TX-HMH-MCoV-12043/2020,2020-09-18,Human
EPI_ISL_5985770,USA/CA-CDPH-1002005615/2021,2021-08-21,Human
EPI_ISL_626343,mink/Denmark/AD3-Farm1/2020,2020-06-14,Mink
EPI_ISL_544265,USA/TX-HMH-4696/2020,2020-06-22,Human
EPI_ISL_1938052,USA/NC-UNCC-000230/2020,2020-11-17,Human
EPI_ISL_2230834,Mexico/HID-INMEGEN-05-02-7/2021,2021-05-04,Human
EPI_ISL_602210,USA/TX-DSHS-0912/2020,2020-05-20,Human
EPI_ISL_2264428,USA/TX-DSHS-000509/2020,2020-04-01,Human
EPI_ISL_683237,mink/Denmark/mDK-491/2020,2020-10-21,Mink
EPI_ISL_1508918,USA/CA-LACPHL-AF00829/2021,2021-03-06,Human
EPI_ISL_1905789,USA/MI-MDHHS-SC26665/2021,2021-03-23,Human
EPI_ISL_1883215,Denmark/DCGC-74644/2021,2021-03-08,Human
EPI_ISL_2229879,USA/NJ-NYGC-NJ-BioR-171-AmpliSeq/2020,2020-06-10,Human
EPI_ISL_1014985,mink/USA/WI-CDC-3892591-001/2020,2020-10-13,Mink
EPI_ISL_2959099,USA/MI-MDHHS-SC26950/2020,2020-05-18,Human
EPI_ISL_853362,USA/PA-MGEL-01276/2020,2020-12-23,Human
EPI_ISL_683101,mink/Denmark/mDK-248/2020,2020-11-06,Mink
EPI_ISL_2990266,USA/FL-Shands-VTM-1036/2021,2021-01,Human
EPI_ISL_7576771,USA/CA-CDPH-2000001723/2020,2020-12-01,Human
EPI_ISL_1009635,USA/DE-DHSS-FLW00748928/2021,2021-01-29,Human
EPI_ISL_2790076,USA/MD-MDH-2868/2021,2021-01-11,Human
EPI_ISL_1079550,USA/TX-HMH-MCoV-24936/2021,2021-01-20,Human
EPI_ISL_559533,England/ALDP-4A8A44/2020,2020-06-11,Human
EPI_ISL_1627998,Poland/NIPH-NIH_ECDC-2548/2021,2021-03-15,Human
EPI_ISL_3905502,USA/WY-WYPHL-20098057/2020,2020-10-14,Human
EPI_ISL_1721496,Germany/SL-RKI-I-084069/2021,2021-03-31,Human
EPI_ISL_974581,Canada/BC-BCCDC-6545/2020,2020-10-22,Human
EPI_ISL_540580,England/EXET-137CED/2020,2020,Human
EPI_ISL_2991073,USA/FL-Path-Saliva-540/2021,2021-01,Human
EPI_ISL_8675663,Lithuania/LTU000_MP_04_22_Fe24p/2021,2021-04-14,Human
EPI_ISL_1499424,USA/NY-Wadsworth-21016239-01/2021,2021-01-28,Human
EPI_ISL_2501948,USA/MO-MSPHL-002285/2021,2021-02-18,Human
EPI_ISL_436893,USA/WI-GMF-01992/2020,2020-04-28,Human
EPI_ISL_8500105,India/TG-RFCH03203_CIB8845/2021,2021-04-06,Human
EPI_ISL_523029,mink/Netherlands/NB-EMC-16-1/2020,2020-06-21,Mink
EPI_ISL_2782769,USA/CA-CDPH-2000031293/2021,2021-01-16,Human
EPI_ISL_5155566,USA/NY-P7C4/2021,2021-03-25,Human
EPI_ISL_1167148,Senegal/SN-MBO-201719/2021,2021-01-12,Human
EPI_ISL_2099230,USA/TX-CDC-4061653-001/2020,2020-06-05,Human
EPI_ISL_2988023,Turkey/HSGM-B18443/2021,2021-06-28,Human
EPI_ISL_1685887,USA/MI-CDC-ASC210038935/2021,2021-03-31,Human
EPI_ISL_1671562,Spain/CT-IBV-98021572/2021,2021-01-02,Human
EPI_ISL_1297822,USA/PA-CDC-QDX22682147/2021,2021-03-03,Human
EPI_ISL_8478823,USA/OH-PLMI-HFLGC-06890/2021,2021,Human
EPI_ISL_2990331,USA/FL-Shands-VTM-1134/2021,2021-01,Human
EPI_ISL_6088056,lion/USA/UT-21-031970-001/2021,2021-10-20,Panthera leo
EPI_ISL_5442951,USA/CA-CDPH-2000016474/2020,2020-12-16,Human
EPI_ISL_455603,Australia/VPRL014/2020,2020-01-30,Human
EPI_ISL_1440266,Kenya/C87486/2021,2021-03-16,Human
EPI_ISL_1584343,England/ALDP-14D752A/2021,2021-04-05,Human
EPI_ISL_2897649,India/MH-NS1936/2021,2021-04-22,Human
EPI_ISL_1041591,USA/NY-PRL-2021_02_15_01E08/2021,2021-02-12,Human
EPI_ISL_3152722,otter/USA/GA-21-011485-009/2021,2021-04-16,Aonyx cinereus
EPI_ISL_8767174,Australia/NSW-SAVID-2885/2020,2020-03-12,Human
EPI_ISL_2868280,USA/NY-Wadsworth-21070729-01/2021,2021-05-20,Human
EPI_ISL_410544,pangolin/Guangdong/P2S/2019,2019,Manis javanica
EPI_ISL_6602444,USA/CO-CDPHE-2006160594/2020,2020-06-15,Human
EPI_ISL_471716,USA/MI-MDHHS-SC20692/2020,2020-05-20,Human
EPI_ISL_5891900,Canada/QC-L00345430001/2021,2021-04-10,Human
EPI_ISL_1268850,Germany/NI-IOV-MHH_9/2020,2020,Human
EPI_ISL_955415,USA/CA-CZB-19448/2021,2021-01-04,Human
EPI_ISL_626350,mink/Denmark/KL11-Farm1/2020,2020-06-17,Mink
EPI_ISL_490426,England/LOND-124C70E/2020,2020,Human
EPI_ISL_449853,USA/WA-S683/2020,2020-04-07,Human
EPI_ISL_7266243,India/KL-GENESCOV00247/2020,2020,Human
EPI_ISL_9052395,USA/ID-CDC-LC0470926/2022,2022-01-04,Human
EPI_ISL_4126640,India/MH-IGIB-IP00850/2021,2021-01-04,Human
EPI_ISL_1324376,USA/LA-EVTL2353/2021,2021-02-12,Human
EPI_ISL_5847426,USA/CO-CDPHE-2009101113/2020,2020-09-08,Human
EPI_ISL_5087039,USA/TX-HMH-MCoV-46347/2020,2020-07-23,Human
EPI_ISL_477297,USA/MN-MDH-1208/2020,2020-05-18,Human
EPI_ISL_575387,Scotland/QEUH-9DBE92/2020,2020-09-22,Human
EPI_ISL_522988,mink/Netherlands/NB-EMC-10-2/2020,2020-06-07,Mink
EPI_ISL_8145731,tiger/USA/MI-21-037244-002/2021,2021-12-03,Panthera tigris
EPI_ISL_545210,USA/TX-HMH-2260/2020,2020-05-24,Human
EPI_ISL_1210336,Israel/CVL-4476/2021,2021-02-02,Human
EPI_ISL_681996,USA/PA-MGEL-00273/2020,2020-04-22,Human
EPI_ISL_2461466,India/DL-NCDC-2509307/2021,2021-04-14,Human
EPI_ISL_2782667,USA/CA-CDPH-2000016969/2021,2021-01-04,Human
EPI_ISL_1230664,Canada/ON-PHL-21-02958/2021,2021-01,Human
EPI_ISL_2612280,USA/KS-KHEL-2526/2020,2020-07-15,Human
EPI_ISL_2100861,USA/OH-21AM-014CO01388/2021,2021-01-14,Human
EPI_ISL_1500746,USA/AZ-TG796649/2020,2020-11-04,Human
EPI_ISL_667743,Japan/IC-0314/2020,2020-11-11,Human
EPI_ISL_1261680,Spain/NC-ISCIII-211391/2021,2021-02-19,Human
EPI_ISL_5439821,USA/CO-CDPHE-2004220860/2020,2020-04-21,Human
EPI_ISL_2715449,USA/NY-PRL-2021_0621_51F11/2020,2020-12-20,Human
EPI_ISL_1663373,India/ILSGS00774/2021,2021-03-08,Human
EPI_ISL_6335244,Kyrgyzstan/ChVir-34176/2020,2020-07-19,Human
EPI_ISL_1809608,Sweden/15122073P/2021,2021-03-10,Human
EPI_ISL_1253374,USA/VA-CDC-QDX22359317/2021,2021-02-20,Human
EPI_ISL_2500916,Sweden/SUS0002389/2021,2021-06-04,Human
EPI_ISL_3010612,USA/OR-OSPHL01288/2020,2020-04-15,Human
EPI_ISL_2234188,USA/CA-CDPH618/2020,2020-12-20,Human
EPI_ISL_1168693,PuertoRico/PR-CDC-S172/2020,2020-08-02,Human
EPI_ISL_2329176,Mexico/SEARCH-100793/2020,2020-12-16,Human
EPI_ISL_8564940,Malaysia/USM_Monash_JKNK_C15537/2021,2021-01-12,Human
EPI_ISL_1445928,USA/NY-CDC-ASC210002374/2021,2021-03-08,Human
EPI_ISL_1261707,Senegal/SN-TH-TIV-02163/2021,2021-01-06,Human
EPI_ISL_2335371,Japan/PG-40844/2021,2021-04-20,Human
EPI_ISL_636844,Lithuania/MR-LUHS-Eilnr203/2020,2020-07-30,Human
EPI_ISL_925350,mink/USA/MI-CDC-3886719-001/2020,2020-10-14,Mink
EPI_ISL_1016657,USA/CA-CDC-STM-000007879/2021,2021-01-31,Human
EPI_ISL_5344313,USA/TX-HMH-MCoV-56755/2021,2021-08-18,Human
EPI_ISL_1319200,USA/GA-CDC-LC0021435/2021,2021-03-03,Human
EPI_ISL_887089,USA/MN-CDC-LC0005564/2021,2021-01-09,Human
EPI_ISL_914786,USA/WY-WPHL-21006658/2021,2021-01-18,Human
EPI_ISL_710125,Australia/NSW1227/2020,2020-12-02,Human
EPI_ISL_1218882,cat/USA/FL-BPHL-1081/2021,2021-02-22,Felis catus
EPI_ISL_6330406,France/PAC-IHU-39975_Nova1/2020,2020-09,Human
EPI_ISL_1611235,USA/WI-CDC-LC0038296/2021,2021-03-29,Human
EPI_ISL_3353610,USA/NY-CDC-2-3906184/2021,2021-01-27,Human
EPI_ISL_485826,USA/VA-DCLS-0524/2020,2020-05-29,Human
EPI_ISL_979711,USA/CA-CZB-19112/2020,2020-12-03,Human
EPI_ISL_1233168,USA/TX-UW-40010013BP86/2020,2020,Human
EPI_ISL_542513,USA/TX-HMH-1059/2020,2020-04-10,Human
EPI_ISL_554831,England/MILK-9586FF/2020,2020-06-09,Human
EPI_ISL_428256,USA/WI-UW-160/2020,2020-03-15,Human
EPI_ISL_5260027,USA/CO-CDPHE-2005150281/2020,2020-05-05,Human
EPI_ISL_1423382,USA/NY-NYULH1005/2021,2021-02-15,Human
EPI_ISL_2329239,Mexico/SEARCH-100814/2020,2020-12-21,Human
EPI_ISL_1090419,USA/LA-CDC-QDX21873050/2021,2021-02-08,Human
EPI_ISL_979757,USA/CA-CZB-19163/2020,2020-12-07,Human
EPI_ISL_889990,Canada/QC-JUS-V5311059/2020,2020-03-30,Human
EPI_ISL_7708656,USA/CA-CDPH-3000054280/2021,2021-02-08,Human
EPI_ISL_1053082,Wales/PHWC-4C9B2C/2021,2021-02-10,Human
EPI_ISL_1347897,Angola/KRISP-K009706/2020,2020-06-26,Human
EPI_ISL_1030015,USA/FL-BPHL-0118/2021,2021-01-05,Human
EPI_ISL_751734,USA/NE-CDC-2-3714177/2020,2020-11-17,Human
EPI_ISL_806571,Kenya/C43878/2020,2020-08-12,Human
EPI_ISL_461648,Scotland/CVR3064/2020,2020-04-24,Human
EPI_ISL_457722,Estonia/ChVir4266/2020,2020-03,Human
EPI_ISL_5802418,Brazil/SP-reBUT_930254/2021,2021-04-14,Human
EPI_ISL_3088742,USA/AZ-TG974309/2020,2020-09-28,Human
EPI_ISL_2885047,USA/MD-HP06769-PIDTDVQHGC/2020,2020-04-05,Human
EPI_ISL_1314899,USA/PA-CDC-QDX22761501/2021,2021-03-07,Human
EPI_ISL_1170633,Canada/ON-PHL-20-80243/2020,2020-03,Human
EPI_ISL_509086,USA/OR-OHSU-0267/2020,2020-04-11,Human
EPI_ISL_733209,Russia/AST-RII-MH4485S/2020,2020-08-26,Human
EPI_ISL_2716153,USA/NY-PRL-2021_0624_52C08/2021,2021-01-25,Human
EPI_ISL_7857362,USA/CA-CDPH-2000012387/2020,2020-12-13,Human
EPI_ISL_581862,Switzerland/BS-UHB-42221337/2020,2020-03-05,Human
EPI_ISL_8800436,Romania/B-976/2022,2022-01-14,Human
EPI_ISL_925310,mink/USA/MI-CDC-3886954-001/2020,2020-10-17,Mink
EPI_ISL_5797442,Kenya/K387/2020,2020-04-07,Human
EPI_ISL_1416986,Guadeloupe/IPP06261/2021,2021-02-24,Human
EPI_ISL_2224117,USA/TX-HMH-MCoV-40932/2020,2020-07-21,Human
EPI_ISL_2756548,USA/KS-KHEL-2850/2020,2020-07-17,Human
EPI_ISL_582325,Canada/MB-NML-830/2020,2020-04-21,Human
EPI_ISL_2779613,USA/CA-SC-211190/2021,2021-01-05,Human
EPI_ISL_877713,USA/NC-UNC-LCCC0132/2020,2020-08-24,Human
EPI_ISL_683327,mink/Denmark/mDK-593/2020,2020-10-13,Mink
EPI_ISL_457026,England/EXET-134FC9/2020,2020,Human
EPI_ISL_1048675,USA/ME-HETL-J1417/2021,2021-01-02,Human
EPI_ISL_1225997,USA/KY-CDC-2-3921623/2021,2021-01-13,Human
EPI_ISL_6331906,France/PAC-IHU-37960-Nova1M/2020,2020-04,Human
EPI_ISL_568741,Kenya/C4872/2020,2020-05-08,Human
EPI_ISL_739856,Luxembourg/LNS0917978/2020,2020-10-21,Human
EPI_ISL_5084633,USA/TX-HMH-MCoV-45768/2020,2020-07-31,Human
EPI_ISL_523057,mink/Netherlands/NB-EMC-20-28/2020,2020-07-09,Mink
EPI_ISL_1040952,Poland/Pomorskie_MWB_127/2021,2021-01-16,Human
EPI_ISL_2987939,Turkey/HSGM-B17704/2021,2021-06-21,Human
EPI_ISL_2674898,cat/Croatia/4604/2021,2021-04,Felis catus
EPI_ISL_2099273,USA/TX-CDC-4061532-001/2021,2021-01-06,Human
EPI_ISL_1465035,USA/AZ-TG779961/2020,2020-11-04,Human
EPI_ISL_979746,USA/CA-CZB-19152/2020,2020-12-06,Human
EPI_ISL_3319781,USA/OR-OHSU-212010403/2021,2021-07-20,Human
EPI_ISL_8761110,England/PHEP-YYDFSY7/2022,2022,Human
EPI_ISL_683144,mink/Denmark/mDK-295/2020,2020-11-10,Mink
EPI_ISL_5990403,USA/IN-PU-lh000109243/2021,2021-01-26,Human
EPI_ISL_478948,England/OXON-B0C38/2020,2020-04-18,Human
EPI_ISL_2157906,Turkey/HSGM-11193/2021,2021-03-11,Human
EPI_ISL_7714722,Canada/QC-1nKGZ-Q9241252/2020,2020-05-24,Human
EPI_ISL_2009417,USA/MI-9210074249/2020,2020-12-29,Human
EPI_ISL_2233764,Greece/44894/2020,2020-11-26,Human
EPI_ISL_1225959,USA/CA-CDC-2-3921612/2021,2021-01-09,Human
EPI_ISL_1227521,USA/NY-Wadsworth-21015194-01/2021,2021-01-26,Human
EPI_ISL_6718100,Spain/CT-RB27241/2021,2021-05-18,Human
EPI_ISL_883815,USA/AL-HGSC-JGCY/2020,2020-12-04,Human
EPI_ISL_1541213,USA/OR-OHSU-2959/2020,2020-08-18,Human
EPI_ISL_4037169,Indonesia/KT-MRINUPH-EIJK-033/2021,2021-01-29,Human
EPI_ISL_2688839,Norway/6845/2020,2020-12-06,Human
EPI_ISL_3091546,USA/WY-WYPHL-20149867/2020,2020-11-24,Human
EPI_ISL_2244849,USA/NY-CDC-ASC210014511/2021,2021-03-21,Human
EPI_ISL_8707986,England/PHEP-YYDR1IA/2021,2021,Human
EPI_ISL_8806548,Denmark/DCGC-315259/2022,2022-01-10,Human
EPI_ISL_955018,USA/CO-CDPHE-2100254860/2021,2021-01-18,Human
EPI_ISL_1130782,Switzerland/ZH-ETHZ-451594/2021,2021-01-12,Human
EPI_ISL_2293819,Canada/Qc-HGA-U12726252D/2021,2021-01-27,Human
EPI_ISL_1362890,USA/MO-MSPHL-000348/2020,2020-11-30,Human
EPI_ISL_5635998,France/PAC-IHU-36694_Nova1/2020,2020-03,Human
EPI_ISL_510344,Spain/AR-IBV-005041/2020,2020-04-20,Human
EPI_ISL_2790820,France/HDF-IPP2741/2020,2020-03-17,Human
EPI_ISL_3032785,Turkey/HSGM-B16871/2021,2021-06-15,Human
EPI_ISL_2566590,Germany/NI-IOV-9968356685/2021,2021,Human
EPI_ISL_1301420,USA/NY-MSHSPSP-PV27550/2021,2021-02-04,Human
EPI_ISL_2193753,USA/NJ-NYGC-NJ-BioR-303-AmpliSeq/2020,2020-07-02,Human
EPI_ISL_2976299,USA/ID-IBL-617605/2020,2020-04-29,Human
EPI_ISL_5442923,USA/CA-CDPH-2000015547/2020,2020-12-15,Human
EPI_ISL_3291013,England/PHEC-3414D7/2021,2021,Human
EPI_ISL_546546,USA/TX-HMH-7148/2020,2020-06-29,Human
EPI_ISL_3696287,France/IDF-CERBAHC-08185235/2021,2021,Human
EPI_ISL_2158075,Turkey/HSGM-B11324/2021,2021-04-28,Human
EPI_ISL_2558047,USA/OH-ODH-SC0158477/2020,2020-11-13,Human
EPI_ISL_538803,England/LEED-2A9887/2020,2020-04-12,Human
EPI_ISL_2234192,USA/CA-CDPH622/2020,2020-12-20,Human
EPI_ISL_579413,NewZealand/20VR3076/2020,2020,Human
EPI_ISL_1705543,Netherlands/OV-RIVM-26070/2021,2021-03-29,Human
EPI_ISL_1048104,England/LOND-128A1CA/2021,2021-01-29,Human
EPI_ISL_1290005,Sweden/SE00282003/2021,2021-02-20,Human
